time,precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),temperature_2m_mean (°F),temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),wind_speed_10m_max (mp/h),cloud_cover_mean (%),dew_point_2m_mean (°F),snowfall_water_equivalent_sum (inch),pressure_msl_mean (hPa),relative_humidity_2m_mean (%),wind_direction_10m_dominant (°),wind_speed_10m_mean (mp/h),visibility_mean (undefined),soil_temperature_0_to_7cm_mean (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),weather_code (wmo code)
2002-07-08,0.000,0.000,0.000,0.0,83.5,91.3,72.6,89.3,69.7,10.8,0,46.4,0.000,1012.8,31,284,7.0,NaN,90.6,80.9,2002-07-08T06:04,2002-07-08T21:01,0
2002-07-09,0.000,0.000,0.000,0.0,80.4,88.4,68.4,86.8,70.5,9.7,2,51.7,0.000,1018.6,42,332,6.4,NaN,89.0,79.5,2002-07-09T06:05,2002-07-09T21:00,0
2002-07-10,0.000,0.000,0.000,0.0,82.3,92.9,66.2,92.5,69.4,8.5,2,52.5,0.000,1015.9,43,327,3.2,NaN,89.6,83.2,2002-07-10T06:05,2002-07-10T21:00,0
2002-07-11,0.000,0.000,0.000,0.0,84.8,96.5,67.1,95.7,71.0,8.2,1,51.1,0.000,1013.0,40,6,3.8,NaN,91.3,85.2,2002-07-11T06:06,2002-07-11T21:00,0
2002-07-12,0.000,0.000,0.000,0.0,85.4,97.2,67.2,97.1,69.6,7.2,0,50.5,0.000,1010.6,38,51,4.2,NaN,91.9,85.4,2002-07-12T06:07,2002-07-12T20:59,0
2002-07-13,0.000,0.000,0.000,0.0,86.4,99.6,68.5,98.3,71.3,9.2,12,47.4,0.000,1007.0,36,76,4.7,NaN,92.7,85.6,2002-07-13T06:07,2002-07-13T20:59,2
2002-07-14,0.000,0.000,0.000,0.0,84.0,94.4,67.1,96.3,71.5,8.9,27,53.4,0.000,1005.6,43,317,4.2,NaN,91.7,84.7,2002-07-14T06:08,2002-07-14T20:58,3
2002-07-15,0.110,0.110,0.000,2.0,85.1,92.5,73.0,93.5,77.9,9.4,54,55.4,0.000,1008.6,40,106,5.7,NaN,92.0,85.5,2002-07-15T06:09,2002-07-15T20:57,61
2002-07-16,0.055,0.055,0.000,4.0,81.9,90.7,71.1,91.5,73.7,14.3,76,56.7,0.000,1009.7,45,72,6.7,NaN,90.4,81.9,2002-07-16T06:10,2002-07-16T20:57,53
2002-07-17,0.028,0.028,0.000,1.0,80.6,87.4,69.5,88.0,74.3,6.3,67,56.0,0.000,1012.3,48,62,3.6,NaN,88.9,81.9,2002-07-17T06:11,2002-07-17T20:56,53
2002-07-18,0.008,0.008,0.000,1.0,77.9,83.2,71.0,84.5,74.3,7.0,44,59.7,0.000,1013.2,56,35,4.3,NaN,86.8,79.9,2002-07-18T06:12,2002-07-18T20:55,51
2002-07-19,0.031,0.031,0.000,2.0,77.7,84.4,67.6,86.6,72.6,5.7,23,56.7,0.000,1012.6,52,148,2.8,NaN,87.6,79.9,2002-07-19T06:12,2002-07-19T20:55,53
2002-07-20,0.051,0.051,0.000,1.0,77.2,85.6,66.5,87.2,70.0,7.7,21,57.0,0.000,1011.6,54,55,4.3,NaN,87.4,78.6,2002-07-20T06:13,2002-07-20T20:54,61
2002-07-21,0.000,0.000,0.000,0.0,79.1,86.7,68.2,86.9,71.3,5.7,11,50.3,0.000,1013.1,41,26,3.0,NaN,87.9,79.4,2002-07-21T06:14,2002-07-21T20:53,2
2002-07-22,0.020,0.020,0.000,1.0,79.7,93.6,64.6,94.9,66.7,7.4,51,53.8,0.000,1010.8,49,100,4.7,NaN,88.2,80.1,2002-07-22T06:15,2002-07-22T20:53,53
2002-07-23,0.020,0.020,0.000,2.0,82.7,93.8,68.1,96.7,69.5,9.9,33,54.3,0.000,1011.7,45,133,6.5,NaN,90.3,82.5,2002-07-23T06:16,2002-07-23T20:52,51
2002-07-24,0.000,0.000,0.000,0.0,84.3,93.9,71.3,94.3,71.3,9.6,44,50.0,0.000,1015.7,35,133,6.3,NaN,91.7,83.0,2002-07-24T06:17,2002-07-24T20:51,3
2002-07-25,0.087,0.087,0.000,5.0,77.5,85.3,70.1,87.0,70.0,9.7,66,55.4,0.000,1016.6,50,157,4.7,NaN,88.8,78.0,2002-07-25T06:18,2002-07-25T20:50,53
2002-07-26,0.035,0.035,0.000,1.0,76.3,82.6,66.8,84.5,69.1,9.1,12,53.6,0.000,1013.0,50,129,5.3,NaN,87.5,76.4,2002-07-26T06:19,2002-07-26T20:49,53
2002-07-27,0.000,0.000,0.000,0.0,77.9,86.3,65.8,85.6,64.9,9.6,17,50.1,0.000,1008.4,43,146,5.7,NaN,87.3,76.7,2002-07-27T06:19,2002-07-27T20:48,2
2002-07-28,0.000,0.000,0.000,0.0,74.1,78.8,65.6,77.3,61.0,10.7,3,41.8,0.000,1014.3,33,328,6.6,NaN,85.9,70.3,2002-07-28T06:20,2002-07-28T20:47,1
2002-07-29,0.000,0.000,0.000,0.0,76.0,84.9,62.5,83.7,63.5,7.6,0,47.0,0.000,1014.6,43,86,4.3,NaN,86.4,74.6,2002-07-29T06:21,2002-07-29T20:46,0
2002-07-30,0.000,0.000,0.000,0.0,79.9,92.5,62.9,90.7,65.3,6.7,18,47.8,0.000,1011.4,44,95,4.4,NaN,88.6,79.1,2002-07-30T06:22,2002-07-30T20:45,3
2002-07-31,0.000,0.000,0.000,0.0,80.3,89.9,65.5,89.2,69.0,8.5,52,50.8,0.000,1010.3,43,4,4.6,NaN,89.4,79.9,2002-07-31T06:23,2002-07-31T20:44,3
2002-08-01,0.000,0.000,0.000,0.0,78.3,85.6,68.1,82.8,67.6,10.7,45,48.2,0.000,1012.7,39,348,5.3,NaN,87.5,76.4,2002-08-01T06:24,2002-08-01T20:43,3
2002-08-02,0.035,0.035,0.000,3.0,79.2,85.2,72.9,82.8,71.1,8.4,79,50.3,0.000,1010.6,38,153,5.7,NaN,88.1,77.4,2002-08-02T06:25,2002-08-02T20:42,51
2002-08-03,0.000,0.000,0.000,0.0,79.4,88.6,68.2,88.5,68.3,9.5,36,48.8,0.000,1011.5,39,144,5.3,NaN,89.5,78.1,2002-08-03T06:26,2002-08-03T20:41,3
2002-08-04,0.000,0.000,0.000,0.0,81.1,89.5,70.9,85.6,67.5,11.0,6,42.9,0.000,1009.7,27,165,8.7,NaN,88.4,76.5,2002-08-04T06:27,2002-08-04T20:40,1
2002-08-05,0.000,0.000,0.000,0.0,80.2,88.9,68.3,85.5,62.5,11.0,18,35.5,0.000,1009.1,21,160,8.7,NaN,87.3,74.2,2002-08-05T06:28,2002-08-05T20:39,2
2002-08-06,0.000,0.000,0.000,0.0,80.4,88.5,68.9,86.8,63.0,9.9,22,37.8,0.000,1008.8,22,159,8.3,NaN,87.9,74.9,2002-08-06T06:29,2002-08-06T20:37,2
2002-08-07,0.000,0.000,0.000,0.0,78.8,85.6,69.1,85.3,65.6,10.9,3,42.7,0.000,1010.7,30,168,6.3,NaN,87.9,75.5,2002-08-07T06:30,2002-08-07T20:36,0
2002-08-08,0.000,0.000,0.000,0.0,69.7,74.8,63.7,70.8,59.0,15.1,2,31.2,0.000,1021.0,26,342,6.9,NaN,83.8,64.0,2002-08-08T06:31,2002-08-08T20:35,1
2002-08-09,0.000,0.000,0.000,0.0,69.0,75.5,59.5,72.5,58.7,8.3,8,40.1,0.000,1021.1,41,340,4.4,NaN,80.8,66.1,2002-08-09T06:32,2002-08-09T20:34,1
2002-08-10,0.000,0.000,0.000,0.0,71.5,82.1,56.2,79.4,56.4,5.8,2,40.4,0.000,1016.1,43,66,3.4,NaN,82.3,69.3,2002-08-10T06:33,2002-08-10T20:32,0
2002-08-11,0.000,0.000,0.000,0.0,76.8,89.4,59.2,86.5,58.1,7.0,6,40.6,0.000,1010.3,39,142,5.1,NaN,85.0,73.9,2002-08-11T06:34,2002-08-11T20:31,1
2002-08-12,0.000,0.000,0.000,0.0,78.0,81.1,71.8,78.3,70.9,8.3,1,39.7,0.000,1011.7,27,328,5.0,NaN,84.9,74.4,2002-08-12T06:35,2002-08-12T20:30,0
2002-08-13,0.000,0.000,0.000,0.0,73.6,82.4,59.3,80.2,60.5,8.5,50,46.0,0.000,1013.6,44,2,3.7,NaN,83.9,72.2,2002-08-13T06:36,2002-08-13T20:28,3
2002-08-14,0.000,0.000,0.000,0.0,75.6,85.5,62.6,82.7,63.1,7.6,1,43.1,0.000,1009.8,40,197,4.4,NaN,84.7,73.5,2002-08-14T06:37,2002-08-14T20:27,1
2002-08-15,0.000,0.000,0.000,0.0,79.5,87.8,70.1,86.3,68.0,7.3,2,41.5,0.000,1007.7,28,162,4.6,NaN,86.5,76.6,2002-08-15T06:38,2002-08-15T20:26,1
2002-08-16,0.000,0.000,0.000,0.0,80.7,90.9,67.9,88.4,66.1,7.5,6,40.5,0.000,1008.3,28,114,5.1,NaN,87.9,77.4,2002-08-16T06:39,2002-08-16T20:24,2
2002-08-17,0.000,0.000,0.000,0.0,80.0,89.9,63.3,87.1,65.7,5.8,46,41.1,0.000,1009.6,33,44,3.0,NaN,87.7,78.0,2002-08-17T06:40,2002-08-17T20:23,3
2002-08-18,0.000,0.000,0.000,0.0,79.5,84.6,72.8,81.0,72.6,9.4,5,42.5,0.000,1008.6,30,343,5.9,NaN,86.5,76.3,2002-08-18T06:41,2002-08-18T20:22,1
2002-08-19,0.000,0.000,0.000,0.0,77.7,90.5,60.7,88.6,62.8,8.8,33,46.4,0.000,1004.4,44,133,3.9,NaN,86.5,76.3,2002-08-19T06:42,2002-08-19T20:20,2
2002-08-20,0.067,0.067,0.000,2.0,77.5,84.9,69.9,82.1,67.5,11.8,32,48.1,0.000,1003.1,38,152,7.7,NaN,86.1,74.5,2002-08-20T06:43,2002-08-20T20:19,53
2002-08-21,0.016,0.016,0.000,1.0,71.1,76.0,62.1,75.3,63.6,9.3,20,51.0,0.000,1008.6,52,336,5.2,NaN,82.6,70.1,2002-08-21T06:44,2002-08-21T20:17,51
2002-08-22,0.000,0.000,0.000,0.0,71.7,80.0,60.1,77.7,59.5,9.6,21,47.6,0.000,1012.4,48,14,5.4,NaN,81.0,69.8,2002-08-22T06:45,2002-08-22T20:16,2
2002-08-23,0.000,0.000,0.000,0.0,72.8,83.5,59.7,82.3,58.1,11.7,44,44.2,0.000,1011.9,45,51,5.1,NaN,81.1,70.3,2002-08-23T06:46,2002-08-23T20:14,3
2002-08-24,0.000,0.000,0.000,0.0,72.8,80.5,64.1,79.8,65.9,8.6,12,47.9,0.000,1014.8,46,349,4.2,NaN,81.4,71.5,2002-08-24T06:47,2002-08-24T20:13,2
2002-08-25,0.000,0.000,0.000,0.0,72.6,84.2,57.9,82.1,57.5,8.4,3,45.9,0.000,1013.9,48,56,4.6,NaN,82.1,70.8,2002-08-25T06:48,2002-08-25T20:11,1
2002-08-26,0.016,0.016,0.000,1.0,71.9,81.9,58.7,80.5,59.6,11.0,18,47.4,0.000,1011.2,49,331,5.8,NaN,81.3,69.7,2002-08-26T06:49,2002-08-26T20:09,51
2002-08-27,0.000,0.000,0.000,0.0,70.3,75.9,64.3,73.1,59.7,9.7,46,45.9,0.000,1012.7,43,334,7.1,NaN,80.1,66.9,2002-08-27T06:50,2002-08-27T20:08,3
2002-08-28,0.004,0.004,0.000,1.0,73.2,84.1,61.3,84.2,61.3,7.0,53,49.0,0.000,1010.0,48,45,3.7,NaN,81.9,72.2,2002-08-28T06:51,2002-08-28T20:06,51
2002-08-29,0.000,0.000,0.000,0.0,73.7,83.1,62.1,80.6,58.3,8.9,38,43.6,0.000,1008.5,40,126,6.5,NaN,81.4,70.3,2002-08-29T06:52,2002-08-29T20:05,3
2002-08-30,0.000,0.000,0.000,0.0,73.6,85.7,59.3,84.4,57.0,8.5,43,44.9,0.000,1010.2,44,147,5.5,NaN,81.4,71.0,2002-08-30T06:53,2002-08-30T20:03,3
2002-08-31,0.000,0.000,0.000,0.0,74.4,84.3,63.2,81.8,57.8,10.1,28,36.8,0.000,1013.6,29,136,7.2,NaN,81.5,69.3,2002-08-31T06:54,2002-08-31T20:02,2
2002-09-01,0.000,0.000,0.000,0.0,72.4,83.6,56.8,81.6,56.4,7.1,2,44.6,0.000,1015.3,46,112,4.4,NaN,81.3,70.3,2002-09-01T06:55,2002-09-01T20:00,0
2002-09-02,0.000,0.000,0.000,0.0,73.2,82.5,60.6,80.4,62.5,7.2,0,46.1,0.000,1013.7,44,26,3.7,NaN,82.2,71.6,2002-09-02T06:55,2002-09-02T19:58,0
2002-09-03,0.000,0.000,0.000,0.0,74.4,87.1,60.3,81.8,58.9,10.0,54,45.6,0.000,1009.2,45,149,6.8,NaN,80.6,71.0,2002-09-03T06:56,2002-09-03T19:57,3
2002-09-04,0.000,0.000,0.000,0.0,76.1,86.6,63.7,84.9,59.6,9.4,22,42.4,0.000,1009.9,33,131,6.0,NaN,82.9,72.5,2002-09-04T06:57,2002-09-04T19:55,1
2002-09-05,0.000,0.000,0.000,0.0,77.7,87.2,64.6,85.5,62.5,10.7,43,42.3,0.000,1010.0,30,161,7.7,NaN,82.6,73.1,2002-09-05T06:58,2002-09-05T19:54,3
2002-09-06,0.197,0.197,0.000,11.0,70.6,77.3,63.7,72.5,61.9,13.1,94,52.8,0.000,1008.2,55,158,9.8,NaN,75.5,67.4,2002-09-06T06:59,2002-09-06T19:52,55
2002-09-07,0.189,0.189,0.000,10.0,66.9,71.7,62.9,68.5,62.1,11.6,73,53.3,0.000,1007.8,62,164,7.4,NaN,72.2,64.9,2002-09-07T07:00,2002-09-07T19:50,61
2002-09-08,0.409,0.409,0.000,19.0,61.2,65.6,57.1,65.9,57.0,4.7,85,55.5,0.000,1016.3,82,305,3.1,NaN,69.8,61.7,2002-09-08T07:01,2002-09-08T19:49,55
2002-09-09,0.047,0.047,0.000,2.0,61.9,67.4,56.9,65.9,56.1,7.8,26,49.6,0.000,1021.7,66,350,3.9,NaN,69.0,60.6,2002-09-09T07:02,2002-09-09T19:47,55
2002-09-10,0.000,0.000,0.000,0.0,63.3,71.9,51.4,71.9,50.5,6.9,13,49.7,0.000,1017.8,65,7,3.2,NaN,69.1,62.5,2002-09-10T07:03,2002-09-10T19:45,2
2002-09-11,0.031,0.031,0.000,6.0,63.6,71.9,57.8,70.5,58.4,7.1,100,55.3,0.000,1014.1,76,154,3.1,NaN,68.0,64.0,2002-09-11T07:04,2002-09-11T19:44,51
2002-09-12,0.028,0.028,0.000,3.0,62.9,67.6,58.9,66.7,60.4,6.5,76,55.7,0.000,1013.7,79,74,3.0,NaN,69.0,63.5,2002-09-12T07:05,2002-09-12T19:42,51
2002-09-13,0.000,0.000,0.000,0.0,64.4,72.9,54.4,73.5,53.5,5.6,11,52.5,0.000,1013.7,69,146,4.1,NaN,69.7,64.0,2002-09-13T07:06,2002-09-13T19:40,2
2002-09-14,0.000,0.000,0.000,0.0,66.2,78.1,53.0,79.3,51.3,5.8,5,51.0,0.000,1016.6,64,117,3.8,NaN,70.6,65.6,2002-09-14T07:07,2002-09-14T19:38,1
2002-09-15,0.000,0.000,0.000,0.0,69.0,83.2,55.6,80.2,53.4,7.6,74,47.8,0.000,1014.7,56,141,6.9,NaN,71.4,66.2,2002-09-15T07:08,2002-09-15T19:37,3
2002-09-16,0.331,0.331,0.000,8.0,64.9,78.1,58.4,73.6,54.7,9.6,71,51.5,0.000,1010.5,65,142,6.8,NaN,70.1,62.7,2002-09-16T07:09,2002-09-16T19:35,63
2002-09-17,0.303,0.303,0.000,11.0,58.4,64.3,53.9,61.5,51.8,7.6,66,50.5,0.000,1010.3,76,181,5.4,NaN,65.6,56.3,2002-09-17T07:10,2002-09-17T19:33,63
2002-09-18,0.618,0.618,0.000,15.0,53.7,57.5,50.7,53.9,47.2,11.1,74,48.2,0.000,1014.2,82,328,6.4,NaN,61.6,50.5,2002-09-18T07:11,2002-09-18T19:32,63
2002-09-19,0.000,0.000,0.000,0.0,56.5,62.0,49.0,61.0,46.9,6.4,12,45.5,0.000,1016.7,68,284,3.2,NaN,61.5,54.5,2002-09-19T07:12,2002-09-19T19:30,2
2002-09-20,0.000,0.000,0.000,0.0,60.6,70.3,50.0,70.1,46.6,8.5,0,44.9,0.000,1012.7,60,155,4.9,NaN,63.2,57.8,2002-09-20T07:13,2002-09-20T19:28,0
2002-09-21,0.000,0.000,0.000,0.0,62.1,66.4,57.6,62.6,53.5,7.8,8,43.3,0.000,1017.0,52,330,4.8,NaN,63.8,58.9,2002-09-21T07:14,2002-09-21T19:27,1
2002-09-22,0.000,0.000,0.000,0.0,58.7,68.3,46.2,67.0,43.9,5.8,10,45.4,0.000,1020.8,66,96,3.0,NaN,63.2,56.8,2002-09-22T07:15,2002-09-22T19:25,2
2002-09-23,0.000,0.000,0.000,0.0,60.5,71.6,47.6,70.6,45.2,5.5,16,44.8,0.000,1017.9,63,115,2.7,NaN,64.0,58.7,2002-09-23T07:16,2002-09-23T19:23,2
2002-09-24,0.000,0.000,0.000,0.0,63.5,76.7,50.1,75.7,46.2,7.9,8,44.6,0.000,1011.5,57,144,4.8,NaN,65.3,60.7,2002-09-24T07:17,2002-09-24T19:22,2
2002-09-25,0.000,0.000,0.000,0.0,64.8,71.9,57.5,69.1,53.3,9.3,49,44.0,0.000,1009.3,48,355,5.3,NaN,66.9,61.4,2002-09-25T07:18,2002-09-25T19:20,3
2002-09-26,0.000,0.000,0.000,0.0,60.9,68.2,49.5,66.4,47.9,6.5,5,43.7,0.000,1010.4,59,85,3.1,NaN,64.3,58.7,2002-09-26T07:19,2002-09-26T19:18,0
2002-09-27,0.000,0.000,0.000,0.0,59.9,72.0,49.0,68.5,44.0,10.1,69,40.5,0.000,1002.6,54,132,6.5,NaN,62.9,55.2,2002-09-27T07:20,2002-09-27T19:17,3
2002-09-28,0.012,0.012,0.000,2.0,59.4,67.1,52.7,64.9,49.6,7.6,98,45.5,0.000,1008.1,61,95,4.9,NaN,63.6,56.3,2002-09-28T07:21,2002-09-28T19:15,51
2002-09-29,0.051,0.051,0.000,8.0,58.7,64.7,50.4,59.9,46.2,12.2,56,44.2,0.000,1008.5,60,160,8.1,NaN,62.4,54.0,2002-09-29T07:22,2002-09-29T19:13,51
2002-09-30,0.157,0.157,0.000,8.0,54.9,57.8,50.9,53.8,47.2,8.2,86,42.6,0.000,1011.8,64,350,5.0,NaN,60.7,51.0,2002-09-30T07:23,2002-09-30T19:12,55
2002-10-01,0.780,0.780,0.000,23.0,46.9,51.5,43.0,48.9,37.2,10.5,96,43.4,0.000,1012.4,88,349,6.7,NaN,55.6,42.5,2002-10-01T07:24,2002-10-01T19:10,61
2002-10-02,0.173,0.173,0.000,6.0,47.8,54.4,41.7,48.5,37.2,9.9,76,39.9,0.000,1011.6,75,355,6.1,NaN,55.3,42.9,2002-10-02T07:25,2002-10-02T19:08,55
2002-10-03,0.043,0.043,0.000,5.0,48.0,52.6,43.4,46.7,37.6,10.5,75,37.5,0.000,1012.0,69,331,7.6,NaN,53.5,42.1,2002-10-03T07:26,2002-10-03T19:07,51
2002-10-04,0.051,0.051,0.000,7.0,51.0,56.3,47.4,52.6,42.6,6.3,76,39.0,0.000,1017.1,64,128,4.0,NaN,54.8,46.7,2002-10-04T07:27,2002-10-04T19:05,51
2002-10-05,0.000,0.000,0.000,0.0,51.2,59.3,42.8,55.3,37.5,7.2,47,41.4,0.000,1018.8,71,162,5.6,NaN,54.8,46.8,2002-10-05T07:28,2002-10-05T19:03,3
2002-10-06,0.000,0.000,0.000,0.0,54.4,60.8,48.4,59.0,46.4,6.3,27,45.6,0.000,1023.6,73,303,3.4,NaN,57.1,52.1,2002-10-06T07:29,2002-10-06T19:02,3
2002-10-07,0.000,0.000,0.000,0.0,53.5,62.6,42.9,61.7,39.7,6.2,18,44.8,0.000,1020.8,75,155,3.0,NaN,57.4,51.2,2002-10-07T07:30,2002-10-07T19:00,2
2002-10-08,0.000,0.000,0.000,0.0,54.6,64.1,45.7,62.6,42.1,5.8,0,44.9,0.000,1015.9,72,152,4.1,NaN,57.8,51.9,2002-10-08T07:31,2002-10-08T18:58,0
2002-10-09,0.000,0.000,0.000,0.0,54.8,64.9,43.3,64.0,39.9,6.6,11,44.2,0.000,1015.0,71,141,4.1,NaN,57.8,51.9,2002-10-09T07:32,2002-10-09T18:57,2
2002-10-10,0.000,0.000,0.000,0.0,58.6,71.0,45.9,66.0,41.1,7.7,79,40.8,0.000,1009.8,57,158,6.3,NaN,57.8,53.7,2002-10-10T07:33,2002-10-10T18:55,3
2002-10-11,0.000,0.000,0.000,0.0,53.4,58.6,48.5,52.2,42.7,10.1,37,33.8,0.000,1014.8,49,313,6.3,NaN,56.5,47.5,2002-10-11T07:34,2002-10-11T18:54,3
2002-10-12,0.000,0.000,0.000,0.0,47.8,52.3,44.1,46.6,36.0,9.6,0,30.5,0.000,1029.6,52,339,5.1,NaN,51.5,41.9,2002-10-12T07:36,2002-10-12T18:52,0
2002-10-13,0.000,0.000,0.000,0.0,47.8,55.3,37.7,52.1,33.7,5.4,16,39.6,0.000,1026.9,75,286,2.4,NaN,51.7,44.6,2002-10-13T07:37,2002-10-13T18:50,2
2002-10-14,0.000,0.000,0.000,0.0,49.3,58.4,38.4,55.2,34.6,5.3,21,40.9,0.000,1021.2,76,282,2.5,NaN,52.7,46.3,2002-10-14T07:38,2002-10-14T18:49,2
2002-10-15,0.000,0.000,0.000,0.0,49.6,59.7,37.8,56.1,34.0,5.8,28,40.2,0.000,1018.0,74,299,2.4,NaN,53.1,46.4,2002-10-15T07:39,2002-10-15T18:47,3
2002-10-16,0.000,0.000,0.000,0.0,50.3,59.8,38.1,56.1,34.8,6.3,25,41.1,0.000,1014.8,74,289,2.5,NaN,53.5,47.3,2002-10-16T07:40,2002-10-16T18:46,3
2002-10-17,0.000,0.000,0.000,0.0,51.5,61.2,39.5,58.1,36.1,6.1,7,41.8,0.000,1012.0,73,275,2.8,NaN,54.0,48.5,2002-10-17T07:41,2002-10-17T18:44,0
2002-10-18,0.000,0.000,0.000,0.0,51.2,61.3,38.4,57.4,34.0,5.5,6,40.0,0.000,1012.3,70,188,3.2,NaN,53.9,47.6,2002-10-18T07:42,2002-10-18T18:43,0
2002-10-19,0.000,0.000,0.000,0.0,50.6,62.1,37.7,58.5,33.1,4.7,22,36.6,0.000,1014.8,66,132,2.9,NaN,53.3,46.6,2002-10-19T07:43,2002-10-19T18:41,3
2002-10-20,0.000,0.000,0.000,0.0,51.4,62.7,38.3,58.7,33.7,5.0,36,37.1,0.000,1012.6,64,137,3.3,NaN,53.4,47.2,2002-10-20T07:44,2002-10-20T18:40,3
2002-10-21,0.000,0.000,0.000,0.0,51.3,64.9,38.4,60.6,33.3,5.7,40,35.6,0.000,1010.0,63,124,3.8,NaN,53.5,46.7,2002-10-21T07:45,2002-10-21T18:39,3
2002-10-22,0.110,0.110,0.000,12.0,50.0,59.2,42.2,55.6,37.0,8.2,51,40.2,0.000,1011.7,70,125,3.7,NaN,52.8,46.1,2002-10-22T07:47,2002-10-22T18:37,51
2002-10-23,0.181,0.181,0.000,10.0,45.7,52.4,39.1,49.2,34.3,4.8,51,40.4,0.000,1014.9,83,117,2.7,NaN,51.3,42.2,2002-10-23T07:48,2002-10-23T18:36,61
2002-10-24,0.039,0.039,0.000,7.0,44.9,52.5,38.0,49.1,32.9,6.0,59,37.2,0.000,1014.0,77,139,3.6,NaN,50.7,40.4,2002-10-24T07:49,2002-10-24T18:34,51
2002-10-25,0.000,0.000,0.000,0.0,46.9,56.5,38.3,51.9,33.5,5.1,77,36.3,0.000,1012.2,70,103,3.7,NaN,50.3,42.2,2002-10-25T07:50,2002-10-25T18:33,3
2002-10-26,0.000,0.000,0.000,0.0,46.4,57.3,37.2,53.4,32.1,4.9,76,37.9,0.000,1009.8,75,122,3.4,NaN,50.8,42.1,2002-10-26T07:51,2002-10-26T18:32,3
2002-10-27,0.000,0.000,0.000,0.0,45.7,54.4,37.2,48.3,33.8,8.1,37,37.1,0.000,1013.2,75,313,3.6,NaN,50.4,41.3,2002-10-27T07:52,2002-10-27T18:30,3
2002-10-28,0.035,0.035,0.000,4.0,44.0,51.0,41.1,46.1,35.8,10.0,80,34.9,0.000,1012.8,71,208,4.5,NaN,46.5,38.8,2002-10-28T07:53,2002-10-28T18:29,51
2002-10-29,0.102,0.079,0.165,9.0,39.2,43.4,34.8,39.0,29.1,4.1,55,33.5,0.024,1013.4,80,209,2.3,NaN,44.1,34.6,2002-10-29T07:55,2002-10-29T18:28,73
2002-10-30,0.106,0.091,0.110,11.0,35.4,40.0,31.4,34.3,25.8,7.0,44,28.8,0.016,1015.5,77,3,3.2,NaN,41.8,29.7,2002-10-30T07:56,2002-10-30T18:26,71
2002-10-31,0.000,0.000,0.110,0.0,32.7,36.8,27.8,30.0,19.2,12.3,52,23.7,0.016,1022.1,71,338,7.3,NaN,39.5,24.7,2002-10-31T07:57,2002-10-31T18:25,71
2002-11-01,0.000,0.000,0.000,0.0,29.1,32.7,26.3,24.3,18.1,7.4,34,18.4,0.000,1028.3,65,326,5.3,NaN,35.3,21.4,2002-11-01T07:58,2002-11-01T18:24,3
2002-11-02,0.000,0.000,0.000,0.0,28.4,34.8,21.5,28.0,15.0,5.2,27,19.1,0.000,1026.8,70,39,2.8,NaN,34.2,21.9,2002-11-02T07:59,2002-11-02T18:23,3
2002-11-03,0.000,0.000,0.000,0.0,29.6,38.6,21.0,31.9,14.1,6.2,30,19.6,0.000,1028.3,70,72,3.0,NaN,34.2,23.1,2002-11-03T08:00,2002-11-03T18:21,3
2002-11-04,0.000,0.000,0.000,0.0,31.1,38.4,22.9,32.2,17.2,4.3,41,24.0,0.000,1020.6,76,259,2.4,NaN,34.3,25.3,2002-11-04T08:01,2002-11-04T18:20,3
2002-11-05,0.000,0.000,0.000,0.0,35.7,47.3,25.8,41.8,19.9,4.2,33,24.9,0.000,1023.5,69,144,2.8,NaN,36.0,29.8,2002-11-05T08:03,2002-11-05T18:19,3
2002-11-06,0.000,0.000,0.000,0.0,38.4,53.6,26.6,48.3,20.0,6.2,2,26.3,0.000,1023.7,67,160,3.4,NaN,38.4,32.4,2002-11-06T08:04,2002-11-06T18:18,2
2002-11-07,0.004,0.004,0.000,1.0,44.0,58.6,30.2,51.2,22.3,11.7,88,22.8,0.000,1012.5,47,160,7.5,NaN,39.8,35.8,2002-11-07T08:05,2002-11-07T18:17,51
2002-11-08,0.134,0.134,0.000,8.0,45.1,52.5,40.8,45.1,31.8,12.1,74,36.0,0.000,1002.4,71,158,9.5,NaN,43.0,38.0,2002-11-08T08:06,2002-11-08T18:16,55
2002-11-09,0.335,0.331,0.028,18.0,40.5,43.5,32.3,39.3,25.9,7.4,58,37.7,0.004,1006.1,90,239,4.5,NaN,43.3,35.8,2002-11-09T08:07,2002-11-09T18:15,71
2002-11-10,0.106,0.087,0.138,11.0,36.6,41.6,31.4,37.2,24.6,6.4,79,32.1,0.020,1015.9,84,199,4.1,NaN,40.4,31.0,2002-11-10T08:09,2002-11-10T18:14,71
2002-11-11,0.228,0.130,0.689,14.0,35.8,40.8,29.1,35.5,21.9,6.6,48,32.3,0.098,1026.3,88,298,4.3,NaN,40.6,30.2,2002-11-11T08:10,2002-11-11T18:13,73
2002-11-12,0.000,0.000,0.000,0.0,33.9,46.7,23.3,40.4,15.6,7.0,74,25.4,0.000,1030.3,74,153,5.7,NaN,37.6,26.7,2002-11-12T08:11,2002-11-12T18:12,3
2002-11-13,0.035,0.035,0.000,4.0,36.3,41.3,31.0,36.3,25.9,3.6,84,32.1,0.000,1023.8,85,173,2.1,NaN,38.3,31.6,2002-11-13T08:12,2002-11-13T18:11,51
